Age,Gender,Hydration_Level,Oil_Level,Sensitivity,Humidity,Temperature,Skin_Type,Sleep_Hours,Water_Intake_L,Exercise,Stress_Level,Diet,Smoking,Alcohol,Skin_Health_Score
42,Female,Medium,Medium,Low,60.4,28.7,Oily,4,2.6,Regular,Medium,Mixed,No,Never,56
53,Male,High,Medium,Low,64.3,33.5,Combination,9,3.6,Light,High,Balanced,No,Occasionally,68
59,Female,Medium,Medium,Medium,73.4,24.6,Combination,5,2.9,Regular,Low,Healthy,No,Frequently,66
31,Female,Medium,Medium,High,41.1,37.7,Combination,8,2.7,Regular,Low,Balanced,No,Never,94
20,Female,Medium,Medium,Low,72.8,22.0,Normal,8,1.8,None,High,Mixed,No,Never,32
57,Male,Low,Low,High,47.7,24.1,Dry,5,2.5,Light,Medium,Mixed,No,Never,41
30,Male,High,High,Medium,49.9,21.5,Oily,9,1.1,Moderate,Medium,Healthy,No,Never,83
52,Male,Medium,Medium,Low,81.6,35.8,Normal,8,3.8,Regular,Medium,Healthy,Yes,Never,76
56,Male,Low,High,High,39.7,37.5,Sensitive,8,1.1,Moderate,High,Mixed,No,Occasionally,30
31,Female,Low,Low,Medium,72.4,32.2,Dry,7,3.6,Light,Medium,Junk,No,Never,59
22,Male,Low,Medium,High,78.5,32.0,Combination,4,3.3,Regular,Medium,Balanced,Yes,Never,44
34,Male,Low,Medium,Low,73.6,35.0,Dry,7,1.8,Light,Low,Junk,Yes,Never,33
42,Female,Medium,Medium,Low,51.4,25.8,Normal,5,1.2,Moderate,Low,Healthy,No,Never,67
19,Female,Low,Low,High,56.6,29.0,Dry,4,2.6,Moderate,Low,Balanced,No,Never,57
40,Male,Low,Medium,Low,78.3,20.1,Sensitive,8,2.0,None,Low,Junk,Yes,Never,44
29,Female,Low,Low,Low,57.6,18.4,Dry,5,3.0,Regular,Low,Junk,No,Never,65
23,Female,Medium,Medium,Medium,48.3,35.3,Dry,5,3.4,None,Medium,Healthy,No,Never,59
36,Female,Medium,High,Low,69.1,35.9,Dry,9,3.1,Regular,Low,Junk,No,Never,90
29,Female,High,Low,High,59.6,25.6,Dry,4,2.5,None,High,Mixed,No,Frequently,6
31,Male,Medium,Medium,Low,26.8,25.9,Normal,5,1.2,Regular,Medium,Junk,No,Never,36
48,Female,Medium,Low,High,50.2,24.7,Dry,5,2.7,Light,Medium,Mixed,No,Frequently,31
35,Male,Low,High,Medium,67.2,18.6,Oily,8,1.9,Light,Medium,Balanced,No,Occasionally,54
51,Male,Medium,Medium,Low,41.1,25.3,Normal,4,1.7,Light,Medium,Junk,Yes,Never,4
36,Female,Medium,High,Medium,30.9,20.1,Sensitive,9,3.7,None,Low,Healthy,No,Never,91
51,Male,Low,High,High,70.9,18.6,Oily,6,1.4,Regular,Medium,Healthy,No,Never,56
40,Male,Low,High,Low,33.7,30.7,Oily,8,2.9,Light,Low,Balanced,No,Never,84
58,Female,Low,Medium,Low,33.5,18.1,Combination,8,3.9,None,Low,Healthy,No,Never,76
49,Female,Low,Medium,Medium,42.5,20.9,Combination,9,3.6,Moderate,Medium,Balanced,No,Never,78
22,Female,Medium,Low,Medium,28.1,20.9,Oily,8,3.7,Regular,Medium,Balanced,No,Frequently,79
34,Male,High,Medium,Low,60.6,22.1,Combination,9,1.3,Regular,Medium,Balanced,Yes,Never,64
59,Male,Medium,High,Low,75.2,26.4,Oily,7,1.9,Moderate,High,Healthy,No,Never,49
30,Male,Medium,Low,Low,36.2,18.6,Dry,8,2.0,Regular,Medium,Healthy,No,Never,92
57,Male,Medium,High,Medium,51.7,30.3,Oily,5,3.3,Moderate,Medium,Balanced,No,Occasionally,60
52,Male,Medium,Medium,High,64.7,25.1,Combination,4,1.4,None,High,Balanced,No,Occasionally,2
48,Female,High,High,Low,78.9,29.1,Oily,6,1.2,Moderate,Medium,Junk,Yes,Never,30
54,Male,High,High,Medium,35.2,26.6,Oily,4,1.4,Light,Low,Mixed,No,Never,45
27,Female,Medium,Medium,Low,33.5,22.9,Normal,9,3.6,Moderate,Medium,Mixed,No,Occasionally,77
54,Male,Low,Medium,High,76.4,34.2,Combination,4,3.6,Light,Low,Balanced,No,Never,54
52,Male,Low,Medium,High,79.1,23.8,Combination,4,3.2,Moderate,Medium,Balanced,No,Occasionally,39
55,Male,Medium,Medium,Low,75.7,35.6,Combination,8,2.4,Moderate,High,Healthy,Yes,Never,54
35,Male,High,Medium,Low,78.4,22.9,Combination,7,3.4,Moderate,Medium,Balanced,No,Occasionally,85
38,Female,Medium,High,High,62.5,29.3,Oily,5,3.2,Light,Medium,Healthy,Yes,Frequently,36
20,Male,Medium,Medium,Low,63.1,19.6,Normal,9,4.0,Light,Medium,Balanced,No,Never,84
22,Male,Low,High,Medium,76.4,21.0,Oily,8,3.3,Moderate,High,Balanced,No,Occasionally,59
40,Male,Medium,Medium,Low,53.2,18.1,Normal,9,1.8,Regular,Medium,Healthy,No,Occasionally,77
33,Male,High,Low,Medium,42.2,21.8,Dry,9,2.4,None,Medium,Balanced,No,Never,77
36,Female,High,Low,Low,52.7,27.6,Oily,5,3.2,Light,Low,Junk,Yes,Occasionally,42
37,Female,Low,Low,High,71.7,28.2,Sensitive,6,2.8,Moderate,Low,Balanced,No,Never,74
51,Female,Medium,Medium,Medium,47.0,28.1,Oily,4,2.2,Regular,Low,Balanced,No,Occasionally,59
22,Male,High,Medium,Low,41.9,37.0,Combination,9,1.6,Moderate,Low,Healthy,No,Occasionally,84
52,Female,High,High,Low,58.8,31.8,Oily,8,1.3,Moderate,Low,Healthy,No,Never,81
37,Female,Low,Medium,High,72.2,22.6,Dry,8,1.3,None,Low,Balanced,No,Occasionally,49
53,Female,Medium,Medium,Low,30.7,35.6,Normal,9,2.4,None,Medium,Balanced,No,Occasionally,57
53,Male,High,High,Low,66.3,28.7,Oily,4,3.8,None,Medium,Healthy,No,Never,51
37,Male,Medium,High,High,25.8,28.2,Sensitive,6,2.8,None,Low,Junk,No,Never,44
18,Female,Medium,Medium,Low,39.9,19.8,Normal,7,2.6,Light,Medium,Healthy,No,Never,80
52,Female,High,Low,High,84.7,33.5,Sensitive,5,3.9,Regular,High,Balanced,No,Never,55
40,Male,Medium,Medium,Low,39.7,33.5,Normal,8,2.5,None,High,Mixed,No,Never,46
50,Female,Medium,Low,High,65.3,33.8,Dry,5,1.7,None,Medium,Balanced,No,Occasionally,20
42,Female,Low,Low,Low,34.0,35.7,Dry,4,1.8,Moderate,High,Junk,No,Frequently,0
44,Male,Medium,High,Low,37.8,27.0,Oily,9,3.9,Moderate,Low,Junk,No,Never,85
47,Female,Low,Medium,High,64.0,24.6,Dry,4,3.1,Moderate,Medium,Balanced,No,Occasionally,41
22,Female,Medium,Medium,Low,40.1,22.4,Normal,7,2.2,Regular,Medium,Balanced,Yes,Never,71
23,Female,Medium,High,Medium,78.4,25.2,Oily,5,3.1,Light,Low,Healthy,No,Frequently,67
50,Male,Medium,High,High,36.4,30.4,Oily,7,1.1,None,Low,Healthy,No,Occasionally,52
58,Male,High,Medium,Low,45.0,37.2,Dry,8,2.6,None,Medium,Healthy,No,Never,74
44,Male,High,Medium,Medium,25.2,34.7,Combination,8,4.0,Regular,Low,Healthy,No,Occasionally,100
57,Male,Medium,Medium,Low,47.5,24.4,Normal,4,1.0,Moderate,High,Balanced,No,Frequently,6
49,Male,Medium,Medium,Low,37.4,19.6,Normal,5,2.9,None,Medium,Mixed,No,Never,34
22,Female,Medium,High,Low,47.7,30.7,Oily,8,1.2,None,High,Balanced,No,Never,38
43,Male,Medium,Medium,High,56.4,30.5,Sensitive,6,1.3,Moderate,Low,Healthy,No,Never,66
44,Male,Medium,Medium,Low,36.6,19.6,Normal,7,2.2,Regular,Low,Healthy,No,Occasionally,95
55,Male,Medium,Medium,Low,42.6,22.6,Normal,9,3.7,Regular,High,Junk,No,Never,63
41,Female,Low,High,Low,85.0,26.4,Oily,6,1.6,Regular,Medium,Mixed,No,Occasionally,47
55,Female,Low,High,High,68.6,31.7,Oily,8,2.4,Light,Medium,Healthy,No,Never,69
32,Female,Medium,Medium,Low,40.6,20.1,Normal,9,2.2,Regular,High,Junk,No,Occasionally,53
59,Male,High,High,High,42.7,36.9,Sensitive,4,3.1,None,Low,Junk,No,Never,37
56,Male,Medium,Low,High,48.2,35.0,Sensitive,8,2.5,Regular,Low,Balanced,Yes,Never,77
51,Male,Low,High,Low,72.3,23.7,Oily,5,2.2,Moderate,High,Junk,No,Occasionally,19
59,Male,High,Medium,Low,41.3,30.0,Combination,7,1.7,None,Medium,Balanced,No,Never,47
26,Male,Medium,Medium,Medium,40.8,18.5,Combination,5,2.6,Moderate,Medium,Junk,No,Frequently,35
26,Female,Medium,Medium,Medium,59.3,37.1,Combination,5,3.0,Light,Low,Balanced,No,Never,73
43,Male,Medium,Medium,Low,53.7,26.5,Normal,8,3.7,Regular,Low,Balanced,No,Never,100
57,Female,Medium,Medium,Low,66.2,33.8,Normal,6,2.4,Light,Low,Healthy,No,Never,73
48,Female,Medium,Low,High,34.8,27.5,Dry,4,2.4,Regular,High,Healthy,No,Never,45
18,Male,Medium,High,High,38.7,26.3,Oily,8,2.8,None,High,Balanced,No,Never,49
47,Male,Medium,Medium,Low,36.5,31.1,Sensitive,8,1.6,Regular,Medium,Junk,No,Frequently,44
57,Female,Medium,Medium,Low,43.3,31.5,Normal,7,3.4,None,High,Mixed,No,Never,43
44,Female,High,Medium,Medium,29.2,36.0,Combination,5,3.3,Light,High,Healthy,No,Never,59
44,Male,High,High,Low,61.6,26.0,Oily,6,3.4,Light,Medium,Healthy,No,Never,79
33,Female,High,Medium,Medium,32.9,31.1,Sensitive,7,1.5,Regular,Medium,Mixed,No,Occasionally,66
33,Female,Low,High,Low,26.4,31.5,Sensitive,5,3.5,Light,High,Balanced,No,Never,43
45,Female,Medium,Medium,Low,27.3,19.6,Normal,5,3.6,Light,High,Balanced,No,Never,46
25,Female,Medium,Medium,Low,44.6,31.8,Normal,9,3.4,Moderate,Medium,Junk,No,Occasionally,70
46,Male,Low,Medium,Low,74.7,26.7,Combination,8,1.9,Light,Low,Healthy,No,Never,69
23,Female,High,High,High,78.1,34.8,Sensitive,9,3.3,None,Medium,Healthy,No,Never,79
58,Female,High,Low,High,47.1,20.8,Sensitive,6,2.9,Moderate,Medium,Junk,No,Occasionally,45
60,Male,High,High,High,52.3,21.5,Oily,6,1.9,None,High,Junk,No,Occasionally,6
50,Male,High,Low,High,83.9,24.8,Sensitive,9,1.8,Light,Medium,Junk,No,Occasionally,45
60,Female,High,Medium,Low,54.8,37.8,Combination,4,3.5,Light,High,Balanced,Yes,Never,24
22,Male,Medium,Medium,Low,52.8,23.5,Combination,4,2.5,Regular,Low,Mixed,No,Frequently,54
34,Male,High,Medium,Medium,71.1,26.4,Combination,6,1.2,None,Medium,Mixed,No,Never,43
40,Female,Medium,High,Medium,38.9,24.3,Oily,6,2.1,Light,High,Mixed,No,Occasionally,38
53,Male,Medium,Medium,Low,40.3,18.3,Normal,8,4.0,Regular,Medium,Healthy,No,Frequently,76
48,Female,High,High,Low,26.6,18.8,Oily,6,2.9,Regular,Low,Healthy,No,Occasionally,83
19,Female,Medium,Medium,Low,71.1,25.4,Normal,6,3.8,Regular,Medium,Healthy,No,Occasionally,79
42,Female,Medium,Medium,High,66.5,34.7,Combination,5,2.8,Moderate,High,Healthy,No,Occasionally,41
52,Female,High,Medium,Medium,56.8,21.7,Combination,8,3.8,None,High,Balanced,No,Occasionally,53
33,Female,Medium,Medium,Low,25.7,35.1,Normal,8,2.8,Moderate,Medium,Balanced,Yes,Occasionally,61
43,Male,Medium,Medium,Medium,77.1,21.1,Combination,6,3.0,Light,Medium,Junk,Yes,Never,41
58,Female,Medium,High,Medium,58.1,18.6,Oily,5,1.1,Light,High,Junk,No,Never,10
21,Female,Low,High,Low,48.9,23.2,Sensitive,8,1.8,Regular,Low,Healthy,No,Occasionally,78
35,Male,Medium,Medium,Low,39.1,20.0,Normal,7,1.2,Moderate,Medium,Mixed,No,Never,63
30,Female,Medium,Medium,Low,35.8,31.6,Normal,9,1.2,Light,High,Healthy,No,Never,59
43,Female,Medium,Medium,Low,41.5,19.3,Normal,4,2.5,Moderate,Low,Balanced,No,Never,67
19,Male,Medium,Medium,High,25.7,18.1,Dry,9,2.2,Moderate,Medium,Healthy,No,Frequently,71
21,Female,High,High,Low,66.7,22.2,Oily,4,2.6,None,Low,Balanced,No,Never,55
26,Male,High,Low,High,84.1,27.5,Dry,4,2.1,Regular,Low,Balanced,No,Never,72
51,Male,Low,Low,Low,34.7,30.2,Dry,8,3.0,Moderate,High,Mixed,No,Occasionally,54
24,Female,Low,Low,Medium,77.2,26.6,Dry,6,2.6,Light,High,Balanced,No,Never,47
32,Female,Medium,Medium,Low,77.2,24.4,Normal,8,3.3,Regular,High,Junk,Yes,Occasionally,39
55,Male,Medium,Medium,High,41.9,32.3,Combination,7,1.9,Light,Low,Healthy,No,Never,66
31,Male,High,Medium,Medium,75.9,18.0,Oily,5,2.2,Regular,Low,Healthy,No,Occasionally,85
57,Female,High,Medium,Low,81.9,22.2,Combination,5,2.0,None,High,Healthy,Yes,Never,20
40,Male,Medium,Low,Medium,38.5,23.0,Dry,4,2.6,Regular,High,Mixed,No,Frequently,30
58,Male,Medium,Medium,Low,66.5,32.3,Normal,9,1.2,Light,Medium,Healthy,No,Occasionally,59
43,Female,Medium,Medium,Low,71.7,36.5,Normal,5,1.3,None,Low,Balanced,No,Never,41
60,Female,Medium,Low,High,32.7,24.7,Sensitive,7,2.5,Regular,Medium,Healthy,No,Never,80
52,Female,Medium,Medium,Low,51.0,26.4,Normal,9,3.5,None,Medium,Healthy,Yes,Occasionally,55
53,Female,Low,High,Medium,44.1,26.9,Dry,7,2.6,Regular,Medium,Balanced,No,Occasionally,70
54,Female,Medium,Low,Medium,34.7,31.4,Dry,5,3.0,Regular,Low,Healthy,No,Occasionally,76
59,Male,Medium,Medium,Low,72.8,34.2,Normal,6,2.9,Regular,Medium,Junk,No,Occasionally,48
27,Male,Low,Medium,Low,68.1,26.4,Dry,9,1.3,Moderate,Medium,Junk,No,Occasionally,50
32,Male,High,Medium,Medium,30.5,20.5,Combination,9,3.4,Moderate,High,Mixed,No,Never,78
50,Male,High,High,Low,74.7,36.2,Oily,4,3.9,Moderate,Low,Junk,No,Never,53
35,Male,Medium,High,Medium,81.0,28.0,Oily,8,2.9,Regular,High,Healthy,No,Frequently,63
24,Female,Medium,Medium,Low,33.7,34.0,Normal,7,3.2,Light,Medium,Healthy,No,Occasionally,76
26,Female,Medium,Medium,Low,68.8,28.4,Normal,4,2.8,Regular,Low,Mixed,No,Occasionally,61
55,Male,Medium,Medium,Low,45.9,28.5,Normal,5,2.1,Moderate,High,Healthy,Yes,Never,33
24,Male,Medium,Medium,Low,82.1,29.2,Normal,7,2.2,Moderate,Low,Healthy,No,Never,96
34,Female,Medium,Medium,High,35.9,33.4,Sensitive,6,2.2,Moderate,Medium,Balanced,No,Never,65
22,Female,Medium,Medium,Medium,33.6,29.1,Oily,6,1.8,Moderate,Medium,Mixed,No,Never,55
46,Female,Medium,Medium,Low,67.6,37.1,Normal,7,2.2,Light,Medium,Healthy,No,Occasionally,65
29,Female,Medium,High,Low,61.4,28.8,Oily,9,3.8,Regular,High,Balanced,No,Frequently,70
52,Male,Low,Medium,Low,39.9,20.2,Oily,7,3.1,Light,Medium,Mixed,No,Occasionally,59
59,Male,Low,Low,Medium,38.3,30.8,Dry,9,3.7,Moderate,High,Balanced,No,Frequently,51
51,Female,High,High,Medium,33.1,27.5,Oily,5,3.7,Regular,Medium,Junk,No,Never,56
30,Male,Low,Medium,High,52.1,23.4,Combination,8,3.7,Light,High,Healthy,No,Occasionally,62
52,Male,Medium,Medium,Medium,30.8,30.4,Dry,7,2.0,Regular,Low,Mixed,No,Never,82
26,Female,Medium,Medium,Low,58.3,37.3,Normal,8,1.0,Light,Medium,Balanced,No,Frequently,48
18,Male,Medium,High,Low,56.5,29.0,Oily,4,1.0,Light,Low,Junk,No,Never,32
51,Female,Medium,Medium,Low,72.2,31.1,Normal,9,1.5,Regular,High,Healthy,No,Frequently,50
22,Female,Medium,Medium,Low,35.2,21.3,Normal,9,2.8,Light,Medium,Healthy,No,Never,88
22,Male,High,High,Low,69.0,30.4,Oily,5,3.5,Moderate,Low,Mixed,No,Never,75
39,Male,Medium,High,Low,60.0,35.9,Oily,8,2.5,Moderate,Medium,Balanced,No,Occasionally,80
32,Male,High,High,Medium,83.0,35.8,Oily,9,1.7,Moderate,Low,Balanced,No,Occasionally,79
60,Male,High,High,Low,26.1,30.7,Oily,8,2.2,Light,Medium,Mixed,No,Occasionally,69
57,Female,Low,Low,High,64.1,21.7,Dry,8,3.3,Moderate,Medium,Mixed,No,Occasionally,65
23,Male,Medium,Medium,Low,62.0,20.4,Normal,9,1.5,Light,High,Balanced,No,Never,51
20,Male,Medium,Medium,Low,35.5,21.7,Normal,8,3.9,Light,Medium,Healthy,Yes,Occasionally,64
21,Male,High,Medium,High,42.1,22.2,Oily,9,3.0,Light,Low,Healthy,Yes,Never,86
41,Female,Medium,Medium,Low,67.1,28.9,Normal,7,3.5,Regular,Low,Balanced,No,Never,100
31,Female,Medium,High,Medium,62.2,37.6,Sensitive,6,3.4,Moderate,Low,Junk,No,Never,67
43,Female,Medium,High,Medium,50.5,30.4,Sensitive,6,3.4,Moderate,Medium,Healthy,No,Never,79
47,Female,High,Medium,Medium,37.8,26.8,Oily,9,2.6,None,Medium,Junk,No,Never,57
44,Male,Medium,High,Medium,55.3,34.4,Oily,5,1.1,Light,Low,Balanced,Yes,Never,38
47,Male,High,High,Medium,64.1,21.7,Oily,8,3.5,Light,High,Balanced,No,Never,68
44,Female,High,Medium,Low,82.4,33.2,Sensitive,6,4.0,Moderate,Medium,Mixed,No,Frequently,62
25,Male,Low,Low,Medium,63.5,24.8,Dry,5,1.7,Moderate,Medium,Healthy,No,Occasionally,45
36,Female,Medium,Medium,Low,42.2,20.4,Normal,9,1.9,None,Medium,Balanced,No,Never,57
56,Female,Medium,Medium,Low,76.2,28.5,Normal,8,2.2,None,Medium,Balanced,Yes,Occasionally,41
38,Female,Low,Medium,High,39.8,36.6,Dry,5,1.9,Moderate,Medium,Mixed,Yes,Occasionally,13
51,Male,High,High,High,66.8,27.2,Sensitive,5,2.1,Regular,Medium,Junk,Yes,Never,35
27,Female,Low,Low,High,41.3,23.1,Dry,8,1.6,Moderate,High,Balanced,Yes,Never,29
50,Female,Medium,Low,High,64.9,34.1,Dry,7,1.9,Regular,Medium,Healthy,No,Never,68
44,Female,Low,Low,High,69.2,30.8,Dry,4,3.6,Light,Low,Junk,No,Never,45
49,Female,High,High,Medium,80.8,36.5,Dry,8,2.1,Regular,High,Balanced,No,Never,75
24,Male,Low,Low,Medium,52.1,22.2,Oily,8,3.1,Light,Medium,Balanced,No,Never,79
34,Female,Medium,Medium,Low,35.3,21.5,Normal,6,3.1,None,Medium,Healthy,No,Never,62
42,Male,Medium,Medium,Medium,71.3,24.7,Combination,6,2.8,Moderate,Medium,Healthy,No,Never,72
47,Female,Medium,Medium,Low,82.4,20.6,Normal,9,1.2,Regular,Low,Balanced,No,Never,81
35,Male,High,Low,Medium,83.0,32.9,Oily,5,1.7,Light,Low,Mixed,No,Never,55
60,Female,Low,Low,Medium,68.3,19.8,Dry,9,2.9,Regular,High,Junk,No,Never,48
60,Female,Medium,Low,Medium,69.7,31.2,Sensitive,8,2.1,Light,Medium,Mixed,Yes,Frequently,38
36,Female,Low,Low,Medium,68.5,25.2,Dry,5,1.1,Moderate,Low,Healthy,No,Never,58
41,Male,Medium,Medium,Low,75.7,21.3,Normal,6,1.2,Moderate,High,Balanced,No,Frequently,31
32,Male,High,High,Medium,60.4,19.3,Oily,5,2.7,Regular,Medium,Mixed,No,Occasionally,63
53,Male,Low,Low,High,37.5,35.3,Dry,5,3.7,None,Medium,Mixed,No,Occasionally,26
54,Female,Low,Medium,Medium,31.2,34.1,Dry,4,2.0,Moderate,Medium,Mixed,No,Occasionally,37
20,Female,High,High,Medium,72.3,32.2,Oily,5,1.5,Light,Low,Healthy,No,Never,66
22,Male,Medium,High,High,75.7,32.8,Sensitive,5,2.1,Light,Medium,Mixed,No,Never,48
27,Male,Low,High,High,33.0,20.9,Sensitive,5,2.7,Moderate,High,Mixed,No,Occasionally,27
58,Female,Medium,Low,Medium,69.3,21.1,Sensitive,6,1.7,None,Medium,Mixed,No,Never,30
26,Female,Medium,Medium,Low,61.2,28.9,Normal,9,1.5,Moderate,Low,Balanced,Yes,Never,69
32,Female,Medium,High,Low,63.2,27.7,Oily,7,1.6,Light,Medium,Balanced,No,Never,60
36,Male,High,High,High,52.5,36.7,Sensitive,5,2.1,Regular,Low,Healthy,No,Never,81
43,Male,Low,Medium,Low,54.1,21.8,Sensitive,4,3.2,Light,Medium,Mixed,No,Never,48
30,Female,Low,Low,High,57.7,27.4,Dry,7,3.6,Light,Medium,Healthy,No,Frequently,60
22,Female,High,Medium,High,81.8,35.1,Oily,5,2.6,Regular,Low,Junk,No,Occasionally,57
39,Male,Medium,Low,Medium,67.3,36.4,Oily,4,3.6,Moderate,High,Healthy,No,Never,48
29,Male,Medium,High,Low,64.9,30.9,Oily,5,2.7,Light,High,Balanced,No,Never,40
57,Male,High,Low,Medium,36.8,24.8,Dry,9,3.7,Regular,Low,Balanced,No,Frequently,91
57,Male,High,Medium,Low,45.4,33.2,Combination,8,2.9,Light,Medium,Balanced,No,Never,75
40,Female,Low,Low,Low,25.3,18.1,Dry,7,3.6,None,Medium,Mixed,No,Never,60
47,Female,Medium,Medium,Low,62.8,25.0,Normal,9,2.9,Light,Low,Balanced,No,Occasionally,77
53,Female,Medium,Medium,Low,64.9,20.8,Normal,9,1.0,Light,High,Mixed,No,Occasionally,39
34,Male,High,Medium,High,28.7,33.0,Combination,6,2.1,Moderate,Medium,Junk,No,Occasionally,52
44,Male,High,Medium,Medium,82.0,32.8,Combination,8,2.2,Moderate,Low,Balanced,No,Occasionally,95
38,Male,Low,Low,High,41.2,32.5,Sensitive,5,1.4,Moderate,Low,Junk,No,Never,38
31,Female,Low,Medium,Medium,72.7,18.9,Dry,4,2.0,Regular,Medium,Healthy,Yes,Occasionally,42
41,Male,Low,Medium,High,84.3,21.3,Combination,6,1.5,Regular,Medium,Balanced,No,Never,51
45,Female,Medium,Medium,Low,65.1,23.8,Normal,5,2.5,Moderate,High,Healthy,Yes,Occasionally,32
51,Male,High,Medium,Low,69.0,20.2,Combination,6,4.0,Regular,Medium,Healthy,No,Occasionally,78
24,Male,Medium,Medium,Medium,68.0,31.1,Combination,4,1.8,Moderate,High,Mixed,No,Never,20
30,Male,Medium,Medium,High,35.4,18.6,Combination,8,2.8,None,High,Healthy,Yes,Never,36
21,Female,Medium,Low,Medium,26.8,25.0,Dry,4,1.7,Light,Medium,Balanced,No,Never,34
45,Female,Medium,High,Medium,32.0,28.4,Sensitive,6,3.8,Light,Low,Balanced,No,Never,80
48,Male,Medium,Medium,Low,28.9,33.6,Normal,8,2.2,None,Low,Healthy,Yes,Never,65
48,Male,High,High,Low,27.1,20.1,Oily,7,3.9,None,Low,Mixed,No,Frequently,59
31,Male,Low,Medium,Medium,37.0,35.9,Combination,5,1.4,Moderate,Low,Healthy,No,Never,62
29,Female,High,High,High,72.5,32.8,Sensitive,7,3.0,None,High,Healthy,No,Never,62
18,Male,High,Medium,Low,81.6,32.1,Combination,6,3.3,None,Medium,Mixed,No,Occasionally,58
57,Female,Low,High,Medium,67.0,33.8,Sensitive,5,2.5,Moderate,High,Mixed,No,Never,31
57,Male,Medium,Medium,High,36.5,32.2,Combination,4,1.4,Moderate,Medium,Balanced,No,Occasionally,31
56,Female,Medium,Medium,High,28.8,19.7,Combination,6,1.2,Regular,Medium,Mixed,No,Never,52
35,Male,Low,Low,High,39.0,25.7,Dry,7,2.5,None,Low,Mixed,No,Frequently,48
57,Male,Medium,Medium,Low,30.0,31.9,Normal,5,1.6,Regular,High,Balanced,No,Never,36
33,Female,High,High,Low,29.9,34.5,Oily,5,2.8,Regular,Medium,Mixed,No,Occasionally,62
21,Female,Medium,Low,High,76.1,18.4,Sensitive,6,1.0,Light,Low,Balanced,No,Occasionally,54
43,Female,Medium,High,Low,78.3,22.1,Oily,8,2.8,Regular,Low,Balanced,No,Frequently,84
18,Female,Medium,Low,Low,74.9,19.0,Oily,8,1.2,Light,Medium,Balanced,No,Occasionally,60
50,Male,High,High,Low,42.7,34.0,Oily,8,2.7,Light,Low,Healthy,No,Never,89
41,Male,Medium,Medium,Low,60.8,33.0,Normal,8,2.8,None,Medium,Balanced,No,Never,69
37,Male,Medium,High,Low,75.3,19.9,Oily,7,1.8,Regular,Medium,Junk,No,Never,54
41,Male,High,Low,Medium,74.5,24.8,Sensitive,5,3.2,None,High,Balanced,Yes,Occasionally,20
57,Female,Low,Medium,Medium,79.4,36.9,Dry,4,1.6,Moderate,Medium,Balanced,No,Never,31
31,Female,Medium,Low,Medium,66.9,37.6,Sensitive,6,1.6,Regular,Medium,Balanced,No,Never,59
19,Male,Medium,Medium,Low,30.3,18.0,Normal,4,1.7,None,High,Balanced,Yes,Never,0
43,Male,Medium,Medium,Low,61.9,29.5,Normal,6,2.5,Moderate,High,Balanced,Yes,Never,41
19,Female,Medium,Medium,Medium,61.0,23.6,Sensitive,8,1.9,Moderate,High,Balanced,No,Frequently,39
26,Male,High,Medium,Medium,31.3,24.8,Sensitive,9,3.4,Regular,Low,Balanced,No,Never,100
37,Female,Medium,Medium,Low,56.8,24.3,Oily,8,2.5,Moderate,Low,Junk,No,Never,75
60,Female,Medium,Low,High,82.8,28.6,Sensitive,5,1.7,Light,Medium,Healthy,No,Never,39
32,Female,Medium,High,High,62.2,34.9,Sensitive,8,2.0,Light,High,Balanced,No,Never,57
24,Male,Medium,Medium,Low,35.8,29.4,Normal,4,1.5,Regular,Low,Balanced,Yes,Never,45
30,Female,High,Medium,Low,83.6,37.2,Oily,4,3.3,Moderate,Medium,Healthy,No,Occasionally,62
23,Male,High,High,Medium,62.3,28.0,Oily,5,3.1,None,Medium,Balanced,No,Occasionally,50
53,Female,High,Low,Medium,68.3,30.5,Oily,4,3.1,Regular,Medium,Healthy,Yes,Never,54
42,Female,Medium,Medium,Low,26.4,20.4,Normal,6,1.9,Moderate,High,Healthy,No,Occasionally,40
29,Male,Medium,High,High,26.3,18.3,Sensitive,8,3.4,None,Low,Healthy,No,Never,84
19,Male,Medium,High,High,79.7,22.8,Oily,6,3.4,None,Medium,Healthy,Yes,Occasionally,41
35,Male,Medium,Medium,Low,37.0,27.9,Normal,8,1.3,Moderate,High,Mixed,No,Never,49
37,Male,Medium,Medium,Low,33.0,34.4,Normal,8,2.1,Moderate,Medium,Mixed,No,Never,77
39,Female,Medium,Low,High,54.0,36.2,Dry,9,2.9,Regular,Medium,Mixed,No,Never,80
42,Male,High,High,Low,46.4,34.6,Oily,7,3.2,None,Low,Balanced,No,Never,86
28,Female,Medium,Medium,Low,50.0,28.9,Normal,4,2.3,Light,Medium,Balanced,No,Never,53
42,Male,High,Low,Medium,40.3,19.7,Oily,7,1.9,Regular,Low,Mixed,No,Never,82
50,Male,High,Medium,High,64.3,26.5,Sensitive,5,2.3,Light,High,Balanced,No,Never,38
18,Male,High,High,Low,45.7,35.7,Oily,7,1.8,Regular,High,Balanced,No,Never,59
59,Female,Low,High,Medium,65.1,27.6,Sensitive,7,1.5,Light,Low,Mixed,No,Never,54
55,Male,Medium,Medium,Low,46.7,25.2,Normal,5,2.2,Light,High,Healthy,No,Never,42
20,Female,Medium,High,Low,77.6,32.0,Oily,8,3.0,Regular,High,Healthy,Yes,Occasionally,62
